Geo_Code,Prov_Name,Topic,Characteristic,Note,Total,Flag_Total,Male,Flag_Male,Female,Flag_Female
59,British Columbia,Labour force activity,Total population 15 years and over,66,3394910,,1649590,,1745320,
59,British Columbia,Labour force activity,   In the labour force,67,2226380,,1166660,,1059725,
59,British Columbia,Labour force activity,      Employed,68,2092770,,1099535,,993230,
59,British Columbia,Labour force activity,      Unemployed,69,133615,,67120,,66490,
59,British Columbia,Labour force activity,   Not in the labour force,70,1168525,,482930,,685600,
59,British Columbia,Labour force activity,Participation rate,71,65.6,,70.7,,60.7,
59,British Columbia,Labour force activity,Employment rate,72,61.6,,66.7,,56.9,
59,British Columbia,Labour force activity,Unemployment rate,73,6,,5.8,,6.3,
59,British Columbia,Occupation,Total experienced labour force 15 years and over,74,2193115,,1151405,,1041710,
59,British Columbia,Occupation,   A  Management occupations,75,229945,,144745,,85200,
59,British Columbia,Occupation,"   B  Business, finance and administration occupations",,375975,,103055,,272915,
59,British Columbia,Occupation,   C  Natural and applied sciences and related occupations,,138955,,110495,,28455,
59,British Columbia,Occupation,   D  Health occupations,,120360,,26515,,93850,
59,British Columbia,Occupation,"   E  Occupations in social science, education, government service and religion",,178040,,59870,,118170,
59,British Columbia,Occupation,"   F  Occupations in art, culture, recreation and sport",,76460,,35540,,40920,
59,British Columbia,Occupation,   G  Sales and service occupations,,555880,,227020,,328860,
59,British Columbia,Occupation,"   H  Trades, transport and equipment operators and related occupations",,339500,,317075,,22420,
59,British Columbia,Occupation,   I  Occupations unique to primary industry,,86460,,62190,,24270,
59,British Columbia,Occupation,"   J  Occupations unique to processing, manufacturing and utilities",,91545,,64895,,26650,
59,British Columbia,Industry,Total experienced labour force 15 years and over,76,2193115,,1151410,,1041710,
59,British Columbia,Industry,   Agriculture and other resource-based industries,,107760,,76650,,31110,
59,British Columbia,Industry,   Construction,,166100,,145130,,20965,
59,British Columbia,Industry,   Manufacturing,,189120,,139380,,49740,
59,British Columbia,Industry,   Wholesale trade,,92020,,61540,,30475,
59,British Columbia,Industry,   Retail trade,,248950,,109840,,139115,
59,British Columbia,Industry,   Finance and real estate,,134940,,58085,,76850,
59,British Columbia,Industry,   Health care and social services,,213085,,38855,,174235,
59,British Columbia,Industry,   Educational services,,152565,,52355,,100205,
59,British Columbia,Industry,   Business services,,436665,,264515,,172150,
59,British Columbia,Industry,   Other services,,451905,,205055,,246855,
59,British Columbia,Unpaid work,Population 15 years and over reporting hours of unpaid work,77,3101125,,1475830,,1625295,
59,British Columbia,Unpaid work,Population 15 years and over reporting hours of unpaid housework,78,3059710,,1451135,,1608575,
59,British Columbia,Unpaid work,Population 15 years and over reporting hours looking after children without pay,79,1194955,,525710,,669245,
59,British Columbia,Unpaid work,Population 15 years and over reporting hours of unpaid care or assistance to seniors,80,593385,,244550,,348835,
59,British Columbia,Language used most often at work,Total population 15 years and over who worked since 2005,81,2419215,,1253025,,1166185,
59,British Columbia,Language used most often at work,   English,,2308370,,1197835,,1110535,
59,British Columbia,Language used most often at work,   French,,5525,,1670,,3855,
59,British Columbia,Language used most often at work,   Non-official language,,79415,,40630,,38790,
59,British Columbia,Language used most often at work,   English and French,,2970,,1275,,1695,
59,British Columbia,Language used most often at work,   English and non-official language,,22435,,11375,,11060,
59,British Columbia,Language used most often at work,   French and non-official language,,125,,75,,45,
59,British Columbia,Language used most often at work,"   English, French and non-official language",,365,,165,,200,
59,British Columbia,Place of work status,Total employed labour force 15 years and over,82,2092770,,1099535,,993235,
59,British Columbia,Place of work status,   Worked at home,,188755,,89455,,99300,
59,British Columbia,Place of work status,   Worked outside Canada,,13955,,9805,,4150,
59,British Columbia,Place of work status,   No fixed workplace address,,274055,,208230,,65825,
59,British Columbia,Place of work status,   Worked at usual place,,1615995,,792045,,823955,
59,British Columbia,Place of work status,      Worked in census subdivision (municipality) of residence,,787185,,358565,,428620,
59,British Columbia,Place of work status,      Worked in a different census subdivision (municipality) within the census division (county) of residence,,746830,,383710,,363115,
59,British Columbia,Place of work status,      Worked in a different census division (county),,72020,,43435,,28585,
59,British Columbia,Place of work status,      Worked in a different province,,9965,,6330,,3635,
59,British Columbia,Mode of transportation to work,Total employed labour force 15 years and over with a usual place of work or no fixed workplace address,83,1890055,,1000275,,889780,
59,British Columbia,Mode of transportation to work,"   Car, truck, van, as driver",,1353790,,755115,,598675,
59,British Columbia,Mode of transportation to work,"   Car, truck, van, as passenger",,145840,,63700,,82145,
59,British Columbia,Mode of transportation to work,   Public transit,,195145,,81655,,113490,
59,British Columbia,Mode of transportation to work,   Walked or bicycled,,167650,,82510,,85135,
59,British Columbia,Mode of transportation to work,   All other modes,,27620,,17295,,10330,
59,British Columbia,Visible minority population characteristics,Total population,84,4074380,,1998385,,2075995,
59,British Columbia,Visible minority population characteristics,   Total visible minority population,85,1008855,,484110,,524750,
59,British Columbia,Visible minority population characteristics,      Chinese,,407225,,195325,,211900,
59,British Columbia,Visible minority population characteristics,      South Asian,86,262290,,130065,,132225,
59,British Columbia,Visible minority population characteristics,      Black,,28315,,14915,,13395,
59,British Columbia,Visible minority population characteristics,      Filipino,,88075,,37070,,51005,
59,British Columbia,Visible minority population characteristics,      Latin American,,28965,,13385,,15575,
59,British Columbia,Visible minority population characteristics,      Southeast Asian,87,40685,,19780,,20910,
59,British Columbia,Visible minority population characteristics,      Arab,,8635,,4670,,3965,
59,British Columbia,Visible minority population characteristics,      West Asian,88,29810,,15445,,14360,
59,British Columbia,Visible minority population characteristics,      Korean,,50490,,24170,,26320,
59,British Columbia,Visible minority population characteristics,      Japanese,,35060,,14950,,20115,
59,British Columbia,Visible minority population characteristics,"      Visible minority, n.i.e.",89,3880,,1985,,1900,
59,British Columbia,Visible minority population characteristics,      Multiple visible minority,90,25420,,12345,,13070,
59,British Columbia,Visible minority population characteristics,   Not a visible minority,91,3065525,,1514275,,1551250,
59,British Columbia,Earnings in 2005,Persons 15 years and over with earnings (counts),92,2392805,,1235450,,1157350,
59,British Columbia,Earnings in 2005,   Median earnings - Persons 15 years and over ($),93,25722,,32375,,20458,
59,British Columbia,Earnings in 2005,"      Persons 15 years and over with earnings who worked full year, full time (counts)",94,1113365,,652200,,461165,
59,British Columbia,Earnings in 2005,"         Median earnings - Persons 15 years and over who worked full year, full time ($)",93,42230,,48070,,36739,
59,British Columbia,Income in 2005,Persons 15 years and over with income (counts),95,3230565,,1580450,,1650110,
59,British Columbia,Income in 2005,   Median income - Persons 15 years and over ($),96,24867,,31598,,19997,
59,British Columbia,Income in 2005,   Median income after tax - Persons 15 years and over ($),96,22785,,28251,,18930,
59,British Columbia,Income in 2005,   Composition of total income (100%),97,100,,100,,100,
59,British Columbia,Income in 2005,      Earnings - As a % of total income,,75.1,,78.5,,69.8,
59,British Columbia,Income in 2005,      Government transfers - As a % of total income,,10.7,,7.9,,15,
59,British Columbia,Income in 2005,      Other money - As a % of total income,,14.2,,13.6,,15.2,
59,British Columbia,Income in 2005,   Income status of all persons in private households (counts),98,3978215,,1949320,,2028895,
59,British Columbia,Income in 2005,      % in low income before tax - All persons,,17.3,,16.2,,18.2,
59,British Columbia,Income in 2005,      % in low income after tax - All persons,,13.1,,12.6,,13.6,
59,British Columbia,Income in 2005,      % in low income before tax - Persons less than 18 years of age,,19.6,,19.5,,19.6,
59,British Columbia,Income in 2005,      % in low income after tax - Persons less than 18 years of age,,14.9,,14.8,,14.9,
60,Yukon Territory,Population and dwelling counts,Population in 2006,1,30372,,,,,
60,Yukon Territory,Population and dwelling counts,Population in 2001,1,28674,,,,,
60,Yukon Territory,Population and dwelling counts,2001 to 2006 population change (%),,5.9,,,,,
60,Yukon Territory,Population and dwelling counts,Total private dwellings,2,15296,,,,,
60,Yukon Territory,Population and dwelling counts,Private dwellings occupied by usual residents,3,12615,,,,,
60,Yukon Territory,Population and dwelling counts,Population density per square kilometre,,0.1,,,,,
60,Yukon Territory,Population and dwelling counts,Land area (square km),,474711.0178,,,,,
60,Yukon Territory,Age characteristics,Total population,4,30375,,15280,,15090,
60,Yukon Territory,Age characteristics,   0 to 4 years,,1745,,885,,855,
60,Yukon Territory,Age characteristics,   5 to 9 years,,1825,,940,,885,
60,Yukon Territory,Age characteristics,   10 to 14 years,,2150,,1095,,1055,
60,Yukon Territory,Age characteristics,   15 to 19 years,,2275,,1225,,1050,
60,Yukon Territory,Age characteristics,   20 to 24 years,,1885,,960,,925,
60,Yukon Territory,Age characteristics,   25 to 29 years,,1750,,825,,930,
60,Yukon Territory,Age characteristics,   30 to 34 years,,2035,,920,,1120,
60,Yukon Territory,Age characteristics,   35 to 39 years,,2210,,1055,,1155,
60,Yukon Territory,Age characteristics,   40 to 44 years,,2755,,1310,,1440,
60,Yukon Territory,Age characteristics,   45 to 49 years,,3035,,1495,,1540,
60,Yukon Territory,Age characteristics,   50 to 54 years,,2785,,1420,,1365,
60,Yukon Territory,Age characteristics,   55 to 59 years,,2240,,1165,,1085,
60,Yukon Territory,Age characteristics,   60 to 64 years,,1395,,795,,600,
60,Yukon Territory,Age characteristics,   65 to 69 years,,880,,510,,375,
60,Yukon Territory,Age characteristics,   70 to 74 years,,590,,305,,290,
60,Yukon Territory,Age characteristics,   75 to 79 years,,390,,200,,190,
60,Yukon Territory,Age characteristics,   80 to 84 years,,240,,115,,125,
60,Yukon Territory,Age characteristics,   85 years and over,,180,,65,,115,
60,Yukon Territory,Age characteristics,Median age of the population,5,38.4,,38.8,,38.1,
60,Yukon Territory,Age characteristics,% of the population aged 15 and over,,81.2,,80.9,,81.4,
60,Yukon Territory,Common-law status characteristics,Total population 15 years and over,6,24655,,12360,,12290,
60,Yukon Territory,Common-law status characteristics,   Not in a common-law relationship,,20690,,10405,,10290,
60,Yukon Territory,Common-law status characteristics,   In a common-law relationship,,3960,,1955,,2010,
60,Yukon Territory,Legal marital status characteristics,Total population 15 years and over,7,24655,,12360,,12295,
60,Yukon Territory,Legal marital status characteristics,   Never legally married (single),8,10770,,5765,,5005,
60,Yukon Territory,Legal marital status characteristics,   Legally married (and not separated),9,9595,,4795,,4795,
60,Yukon Territory,Legal marital status characteristics,"   Separated, but still legally married",10,980,,475,,500,
60,Yukon Territory,Legal marital status characteristics,   Divorced,11,2365,,1095,,1265,
60,Yukon Territory,Legal marital status characteristics,   Widowed,12,950,,230,,720,
60,Yukon Territory,Occupied private dwelling characteristics,Total private dwellings occupied by usual residents,13,12610,,,,,
60,Yukon Territory,Occupied private dwelling characteristics,   Single-detached houses - as a % of total occupied private dwellings,,64.6,,,,,
60,Yukon Territory,Occupied private dwelling characteristics,   Semi-detached houses - as a % of total occupied private dwellings,,6.9,,,,,
60,Yukon Territory,Occupied private dwelling characteristics,   Row houses - as a % of total occupied private dwellings,,3.8,,,,,
60,Yukon Territory,Occupied private dwelling characteristics,"   Apartments, duplex - as a % of total occupied private dwellings",14,3.3,,,,,
60,Yukon Territory,Occupied private dwelling characteristics,   Apartments in buildings with fewer than five storeys - as a % of total occupied private dwellings,14,11,,,,,
60,Yukon Territory,Occupied private dwelling characteristics,   Apartments in buildings with five or more storeys - as a % of total occupied private dwellings,,0.1,,,,,
60,Yukon Territory,Occupied private dwelling characteristics,   Other dwellings - as a % of total occupied private dwellings,15,10.3,,,,,
60,Yukon Territory,Occupied private dwelling characteristics,Number of owned dwellings,16,8050,,,,,
60,Yukon Territory,Occupied private dwelling characteristics,Number of rented dwellings,17,3840,,,,,
60,Yukon Territory,Occupied private dwelling characteristics,Number of dwellings constructed before 1986,,7550,,,,,
60,Yukon Territory,Occupied private dwelling characteristics,Number of dwellings constructed between 1986 and 2006,18,5060,,,,,
60,Yukon Territory,Occupied private dwelling characteristics,Dwellings requiring major repair - as a % of total occupied private dwellings,,14.9,,,,,
60,Yukon Territory,Occupied private dwelling characteristics,Average number of rooms per dwelling,19,5.9,,,,,
60,Yukon Territory,Occupied private dwelling characteristics,Dwellings with more than one person per room - as a % of total occupied private dwellings,19,1.5,,,,,
60,Yukon Territory,Occupied private dwelling characteristics,Average value of owned dwelling ($),20,211008,,,,,
60,Yukon Territory,Selected family characteristics,Total number of census families,21,8335,,,,,
60,Yukon Territory,Selected family characteristics,   Number of married-couple families,22,4640,,,,,
60,Yukon Territory,Selected family characteristics,   Number of common-law-couple families,23,1970,,,,,
60,Yukon Territory,Selected family characteristics,   Number of lone-parent families,,1725,,,,,
60,Yukon Territory,Selected family characteristics,      Number of female lone-parent families,,1280,,,,,
60,Yukon Territory,Selected family characteristics,      Number of male lone-parent families,,440,,,,,
60,Yukon Territory,Selected family characteristics,Average number of persons in all census families,,2.9,,,,,
60,Yukon Territory,Selected family characteristics,   Average number of persons in married-couple families,22,3.1,,,,,
60,Yukon Territory,Selected family characteristics,   Average number of persons in common-law-couple families,23,2.8,,,,,
60,Yukon Territory,Selected family characteristics,   Average number of persons in lone-parent families,,2.5,,,,,
60,Yukon Territory,Selected family characteristics,      Average number of persons in female lone-parent families,,2.5,,,,,
60,Yukon Territory,Selected family characteristics,      Average number of persons in male lone-parent families,,2.6,,,,,
60,Yukon Territory,Selected family characteristics,Median income in 2005 - All census families ($),24,75251,,,,,
60,Yukon Territory,Selected family characteristics,   Median income in 2005 - Married-couple families ($),22,92327,,,,,
60,Yukon Territory,Selected family characteristics,   Median income in 2005 - Common-law-couple families ($),23,69655,,,,,
60,Yukon Territory,Selected family characteristics,   Median income in 2005 - Lone-parent families ($),,42249,,,,,
60,Yukon Territory,Selected family characteristics,      Median income in 2005 - Female lone-parent families ($),,40699,,,,,
60,Yukon Territory,Selected family characteristics,      Median income in 2005 - Male lone-parent families ($),,43134,,,,,
60,Yukon Territory,Selected family characteristics,Median after-tax income in 2005 - All census families ($),24,65221,,,,,
60,Yukon Territory,Selected family characteristics,   Median after-tax income in 2005 - Married-couple families ($),22,79025,,,,,
60,Yukon Territory,Selected family characteristics,   Median after-tax income in 2005 - Common-law-couple families ($),,60856,,,,,
60,Yukon Territory,Selected family characteristics,   Median after-tax income in 2005 - Lone-parent families ($),,38276,,,,,
60,Yukon Territory,Selected family characteristics,      Median after-tax income in 2005 - Female lone-parent families ($),,37908,,,,,
60,Yukon Territory,Selected family characteristics,      Median after-tax income in 2005 - Male lone-parent families ($),,40627,,,,,
60,Yukon Territory,Selected household characteristics,Total private households,25,12615,,,,,
60,Yukon Territory,Selected household characteristics,   Households containing a couple (married or common-law) with children,26,3290,,,,,
60,Yukon Territory,Selected household characteristics,   Households containing a couple (married or common-law) without children,27,3135,,,,,
60,Yukon Territory,Selected household characteristics,   One-person households,,3895,,,,,
60,Yukon Territory,Selected household characteristics,   Other household types,28,2290,,,,,
60,Yukon Territory,Selected household characteristics,Median income in 2005 - All private households ($),29,60105,,,,,
60,Yukon Territory,Selected household characteristics,   Median income in 2005 - Couple households with children ($),26,94363,,,,,
60,Yukon Territory,Selected household characteristics,   Median income in 2005 - Couple households without children ($),27,76984,,,,,
60,Yukon Territory,Selected household characteristics,   Median income in 2005 - One-person households ($),,32113,,,,,
60,Yukon Territory,Selected household characteristics,   Median income in 2005 - Other household types ($),28,52694,,,,,
60,Yukon Territory,Selected household characteristics,Median after-tax income in 2005 - All private households ($),29,52812,,,,,
60,Yukon Territory,Selected household characteristics,   Median after-tax income in 2005 - Couple households with children ($),26,80725,,,,,
60,Yukon Territory,Selected household characteristics,   Median after-tax income in 2005 - Couple households without children ($),27,66774,,,,,
60,Yukon Territory,Selected household characteristics,   Median after-tax income in 2005 - One-person households ($),,28888,,,,,
60,Yukon Territory,Selected household characteristics,   Median after-tax income in 2005 - Other household types ($),28,47356,,,,,
60,Yukon Territory,Selected household characteristics,Median monthly payments for rented dwellings ($),30,706,,,,,
60,Yukon Territory,Selected household characteristics,Median monthly payments for owner-occupied dwellings ($),31,870,,,,,
60,Yukon Territory,Selected household characteristics,Average household size,,2.4,,,,,
60,Yukon Territory,Mother tongue,Total population,32,30195,,15210,,14985,
60,Yukon Territory,Mother tongue,   English only,,25650,,12930,,12720,
60,Yukon Territory,Mother tongue,   French only,,1105,,590,,515,
60,Yukon Territory,Mother tongue,   English and French,,110,,55,,55,
60,Yukon Territory,Mother tongue,   Other language(s),33,3325,,1630,,1695,
60,Yukon Territory,Knowledge of official languages,Total population,34,30195,,15210,,14980,
60,Yukon Territory,Knowledge of official languages,   English only,,26510,,13490,,13025,
60,Yukon Territory,Knowledge of official languages,   French only,,105,,40,,60,
60,Yukon Territory,Knowledge of official languages,   English and French,,3445,,1600,,1840,
60,Yukon Territory,Knowledge of official languages,   Neither English nor French,,130,,75,,50,
60,Yukon Territory,Language spoken most often at home,Total population,35,30190,,15215,,14980,
60,Yukon Territory,Language spoken most often at home,   English,,28535,,14395,,14135,
60,Yukon Territory,Language spoken most often at home,   French,,540,,280,,260,
60,Yukon Territory,Language spoken most often at home,   Non-official language,,930,,455,,480,
60,Yukon Territory,Language spoken most often at home,   English and French,,65,,25,,40,
60,Yukon Territory,Language spoken most often at home,   English and non-official language,,110,,55,,60,
60,Yukon Territory,Language spoken most often at home,   French and non-official language,,10,,0,,0,
60,Yukon Territory,Language spoken most often at home,"   English, French and non-official language",,0,,0,,0,
60,Yukon Territory,Immigrant status and period of immigration,Total population,36,30190,,15210,,14985,
60,Yukon Territory,Immigrant status and period of immigration,   Non-immigrants,37,26990,,13565,,13425,
60,Yukon Territory,Immigrant status and period of immigration,   Immigrants,38,3010,,1535,,1475,
60,Yukon Territory,Immigrant status and period of immigration,      Before 1991,,1950,,1040,,910,
60,Yukon Territory,Immigrant status and period of immigration,      1991 to 2000,,675,,315,,355,
60,Yukon Territory,Immigrant status and period of immigration,      2001 to 2006,39,385,,180,,205,
60,Yukon Territory,Immigrant status and period of immigration,   Non-permanent residents,40,195,,105,,90,
60,Yukon Territory,Citizenship,Total population,41,30195,,15215,,14980,
60,Yukon Territory,Citizenship,   Canadian citizens,,29320,,14770,,14545,
60,Yukon Territory,Citizenship,      Canadian citizens under age 18,,6905,,3600,,3300,
60,Yukon Territory,Citizenship,      Canadian citizens age 18 and over,,22415,,11165,,11245,
60,Yukon Territory,Citizenship,   Not Canadian citizens,42,870,,440,,430,
60,Yukon Territory,Generation status,Total population 15 years and over,43,24490,,12285,,12205,
60,Yukon Territory,Generation status,   1st generation,44,3120,,1625,,1495,
60,Yukon Territory,Generation status,   2nd generation,45,4060,,2025,,2040,
60,Yukon Territory,Generation status,   3rd generation or more,46,17310,,8635,,8670,
60,Yukon Territory,Mobility status - Place of residence 1 year ago,Total population 1 year and over,47,29910,,15085,,14830,
60,Yukon Territory,Mobility status - Place of residence 1 year ago,   Lived at the same address 1 year ago,,24950,,12575,,12375,
60,Yukon Territory,Mobility status - Place of residence 1 year ago,"   Lived within the same province or territory 1 year ago, but changed addresses within the same census subdivision (municipality)",,3205,,1610,,1590,
60,Yukon Territory,Mobility status - Place of residence 1 year ago,"   Lived within the same province or territory 1 year ago, but changed addresses from another census subdivision (municipality) within the same province or territory",,615,,320,,290,
60,Yukon Territory,Mobility status - Place of residence 1 year ago,   Lived in a different province or territory 1 year ago,,995,,490,,505,
60,Yukon Territory,Mobility status - Place of residence 1 year ago,   Lived in a different country 1 year ago,,160,,80,,75,
60,Yukon Territory,Mobility status - Place of residence 5 years ago,Total population 5 years and over,48,28460,,14325,,14140,
60,Yukon Territory,Mobility status - Place of residence 5 years ago,   Lived at the same address 5 years ago,,15680,,7965,,7710,
60,Yukon Territory,Mobility status - Place of residence 5 years ago,"   Lived within the same province or territory 5 years ago, but changed addresses within the same census subdivision (municipality)",,7110,,3535,,3570,
60,Yukon Territory,Mobility status - Place of residence 5 years ago,"   Lived within the same province or territory 5 years ago, but changed addresses from another census subdivision (municipality) within the same province or territory",,1535,,780,,755,
60,Yukon Territory,Mobility status - Place of residence 5 years ago,   Lived in a different province or territory 5 years ago,,3665,,1800,,1865,
60,Yukon Territory,Mobility status - Place of residence 5 years ago,   Lived in a different country 5 years ago,,470,,235,,235,
60,Yukon Territory,Aboriginal population,Total Aboriginal and non-Aboriginal identity population,49,30195,,15210,,14980,
60,Yukon Territory,Aboriginal population,   Aboriginal identity population,50,7580,,3665,,3915,
60,Yukon Territory,Aboriginal population,   Non-Aboriginal identity population,,22610,,11545,,11070,
60,Yukon Territory,Educational attainment,Total population 15 years and over,51,24490,,12285,,12205,
60,Yukon Territory,Educational attainment,"   No certificate, diploma or degree",,5550,,3120,,2430,
60,Yukon Territory,Educational attainment,   High school certificate or equivalent,52,5810,,2600,,3205,
60,Yukon Territory,Educational attainment,   Apprenticeship or trades certificate or diploma,,2890,,2145,,740,
60,Yukon Territory,Educational attainment,"   College, CEGEP or other non-university certificate or diploma",53,5060,,2170,,2885,
60,Yukon Territory,Educational attainment,   University certificate or diploma below the bachelor level,,830,,280,,555,
60,Yukon Territory,Educational attainment,"   University certificate, diploma or degree",,4350,,1965,,2380,
60,Yukon Territory,Educational attainment,Total population aged 15 to 24,54,4145,,2210,,1935,
60,Yukon Territory,Educational attainment,"   No certificate, diploma or degree",,1885,,1090,,795,
60,Yukon Territory,Educational attainment,   High school certificate or equivalent,55,1580,,755,,820,
60,Yukon Territory,Educational attainment,   Apprenticeship or trades certificate or diploma,,160,,110,,50,
60,Yukon Territory,Educational attainment,"   College, CEGEP or other non-university certificate or diploma",56,300,,170,,135,
60,Yukon Territory,Educational attainment,   University certificate or diploma below the bachelor level,,60,,20,,40,
60,Yukon Territory,Educational attainment,"   University certificate, diploma or degree",,160,,60,,100,
60,Yukon Territory,Educational attainment,Total population aged 25 to 34,57,3790,,1685,,2105,
60,Yukon Territory,Educational attainment,"   No certificate, diploma or degree",,615,,305,,305,
60,Yukon Territory,Educational attainment,   High school certificate or equivalent,58,915,,425,,490,
60,Yukon Territory,Educational attainment,   Apprenticeship or trades certificate or diploma,,340,,245,,100,
60,Yukon Territory,Educational attainment,"   College, CEGEP or other non-university certificate or diploma",59,915,,350,,570,
60,Yukon Territory,Educational attainment,   University certificate or diploma below the bachelor level,,90,,25,,65,
60,Yukon Territory,Educational attainment,"   University certificate, diploma or degree",,910,,330,,580,
60,Yukon Territory,Educational attainment,Total population aged 35 to 64,60,14355,,7250,,7100,
60,Yukon Territory,Educational attainment,"   No certificate, diploma or degree",,2170,,1255,,915,
60,Yukon Territory,Educational attainment,   High school certificate or equivalent,61,2930,,1280,,1650,
60,Yukon Territory,Educational attainment,   Apprenticeship or trades certificate or diploma,,2045,,1505,,535,
60,Yukon Territory,Educational attainment,"   College, CEGEP or other non-university certificate or diploma",62,3495,,1535,,1960,
60,Yukon Territory,Educational attainment,   University certificate or diploma below the bachelor level,,595,,205,,395,
60,Yukon Territory,Educational attainment,"   University certificate, diploma or degree",,3115,,1470,,1645,
60,Yukon Territory,Major field of study,Total population 15 years and over,63,24490,,12285,,12205,
60,Yukon Territory,Major field of study,"   No postsecondary certificate, diploma or degree",,11360,,5720,,5640,
60,Yukon Territory,Major field of study,   Education,,1150,,310,,840,
60,Yukon Territory,Major field of study,"   Visual and performing arts, and communications technologies",,460,,220,,240,
60,Yukon Territory,Major field of study,   Humanities,,605,,250,,350,
60,Yukon Territory,Major field of study,   Social and behavioural sciences and law,,1405,,545,,860,
60,Yukon Territory,Major field of study,"   Business, management and public administration",,2470,,725,,1750,
60,Yukon Territory,Major field of study,   Physical and life sciences and technologies,,525,,255,,265,
60,Yukon Territory,Major field of study,"   Mathematics, computer and information sciences",,265,,165,,100,
60,Yukon Territory,Major field of study,"   Architecture, engineering, and related technologies",,2940,,2675,,260,
60,Yukon Territory,Major field of study,"   Agriculture, natural resources and conservation",,580,,410,,170,
60,Yukon Territory,Major field of study,"   Health, parks, recreation and fitness",,1710,,385,,1320,
60,Yukon Territory,Major field of study,"   Personal, protective and transportation services",,1020,,620,,400,
60,Yukon Territory,Major field of study,   Other,64,0,,0,,0,
60,Yukon Territory,Location of study,Total population 15 years and over,65,24490,,12285,,12205,
60,Yukon Territory,Location of study,"   No postsecondary certificate, diploma or degree",,11360,,5720,,5640,
60,Yukon Territory,Location of study,"   Postsecondary certificate, diploma or degree",,13130,,6565,,6565,
60,Yukon Territory,Location of study,      Inside Canada,,11510,,5725,,5785,
60,Yukon Territory,Location of study,      Outside Canada,,1620,,840,,775,
60,Yukon Territory,Labour force activity,Total population 15 years and over,66,24490,,12285,,12205,
60,Yukon Territory,Labour force activity,   In the labour force,67,19120,,9815,,9300,
60,Yukon Territory,Labour force activity,      Employed,68,17315,,8740,,8575,
60,Yukon Territory,Labour force activity,      Unemployed,69,1805,,1075,,730,
60,Yukon Territory,Labour force activity,   Not in the labour force,70,5370,,2470,,2900,
60,Yukon Territory,Labour force activity,Participation rate,71,78.1,,79.9,,76.2,
60,Yukon Territory,Labour force activity,Employment rate,72,70.7,,71.1,,70.3,
60,Yukon Territory,Labour force activity,Unemployment rate,73,9.4,,11,,7.8,
60,Yukon Territory,Occupation,Total experienced labour force 15 years and over,74,18895,,9690,,9205,
60,Yukon Territory,Occupation,   A  Management occupations,75,2435,,1525,,910,
60,Yukon Territory,Occupation,"   B  Business, finance and administration occupations",,3045,,570,,2480,
60,Yukon Territory,Occupation,   C  Natural and applied sciences and related occupations,,1290,,980,,315,
60,Yukon Territory,Occupation,   D  Health occupations,,905,,210,,700,
60,Yukon Territory,Occupation,"   E  Occupations in social science, education, government service and religion",,2260,,690,,1565,
60,Yukon Territory,Occupation,"   F  Occupations in art, culture, recreation and sport",,700,,305,,390,
60,Yukon Territory,Occupation,   G  Sales and service occupations,,4370,,1870,,2495,
60,Yukon Territory,Occupation,"   H  Trades, transport and equipment operators and related occupations",,3060,,2880,,180,
60,Yukon Territory,Occupation,   I  Occupations unique to primary industry,,670,,545,,125,
60,Yukon Territory,Occupation,"   J  Occupations unique to processing, manufacturing and utilities",,155,,125,,30,
60,Yukon Territory,Industry,Total experienced labour force 15 years and over,76,18895,,9695,,9205,
60,Yukon Territory,Industry,   Agriculture and other resource-based industries,,960,,775,,185,
60,Yukon Territory,Industry,   Construction,,1305,,1155,,150,
60,Yukon Territory,Industry,   Manufacturing,,405,,305,,105,
60,Yukon Territory,Industry,   Wholesale trade,,330,,265,,65,
60,Yukon Territory,Industry,   Retail trade,,1925,,985,,940,
60,Yukon Territory,Industry,   Finance and real estate,,555,,240,,310,
60,Yukon Territory,Industry,   Health care and social services,,1730,,375,,1355,
60,Yukon Territory,Industry,   Educational services,,1285,,415,,875,
60,Yukon Territory,Industry,   Business services,,2875,,1730,,1140,
60,Yukon Territory,Industry,   Other services,,7525,,3445,,4080,
60,Yukon Territory,Unpaid work,Population 15 years and over reporting hours of unpaid work,77,22580,,10995,,11585,
60,Yukon Territory,Unpaid work,Population 15 years and over reporting hours of unpaid housework,78,22290,,10840,,11450,
60,Yukon Territory,Unpaid work,Population 15 years and over reporting hours looking after children without pay,79,9030,,4035,,4995,
60,Yukon Territory,Unpaid work,Population 15 years and over reporting hours of unpaid care or assistance to seniors,80,3925,,1775,,2155,
60,Yukon Territory,Language used most often at work,Total population 15 years and over who worked since 2005,81,20760,,10565,,10195,
60,Yukon Territory,Language used most often at work,   English,,20390,,10405,,9985,
60,Yukon Territory,Language used most often at work,   French,,185,,60,,125,
60,Yukon Territory,Language used most often at work,   Non-official language,,125,,80,,45,
60,Yukon Territory,Language used most often at work,   English and French,,25,,10,,20,
60,Yukon Territory,Language used most often at work,   English and non-official language,,25,,0,,20,
60,Yukon Territory,Language used most often at work,   French and non-official language,,0,,0,,0,
60,Yukon Territory,Language used most often at work,"   English, French and non-official language",,0,,0,,0,
60,Yukon Territory,Place of work status,Total employed labour force 15 years and over,82,17315,,8740,,8570,
60,Yukon Territory,Place of work status,   Worked at home,,1125,,605,,520,
60,Yukon Territory,Place of work status,   Worked outside Canada,,45,,20,,25,
60,Yukon Territory,Place of work status,   No fixed workplace address,,2035,,1575,,460,
